gene,log2FC,t_stat,p_value,p_adjusted
BIRC5,0.5828973283784434,5.757404088795973,1.8462412676716647e-08,1.8462412676716645e-05
TRNP1,0.582513981186318,5.753265497826403,1.88808531402803e-08,1.88808531402803e-05
SMOX,0.5820549694576242,5.748311063701432,1.939395233802099e-08,1.939395233802099e-05
KIF18B,0.5807977565361485,5.734746604784697,2.0869295235658553e-08,2.0869295235658552e-05
MELK,0.579955487274179,5.725663659712635,2.191777876009068e-08,2.191777876009068e-05
NUF2,0.5770861636305129,5.694748457532708,2.5885653202810018e-08,2.5885653202810018e-05
KIF23,0.5763644526822898,5.686979085723033,2.6988060052280322e-08,2.698806005228032e-05
ORC1L,0.5760970342732908,5.6841009485343506,2.7407946761702093e-08,2.7407946761702094e-05
IMPDH1,0.5755397841839502,5.6781046050772925,2.830329035622312e-08,2.8303290356223118e-05
GAGE4,0.574221261784216,5.663922769321664,3.0535757933709956e-08,3.053575793370995e-05
CENPE,0.5729941097069055,5.6507316474387235,3.2765692831625264e-08,3.2765692831625264e-05
SKA1,0.5722261360372635,5.642480259304451,3.424039501574421e-08,3.424039501574421e-05
FOXM1,0.5720514044606395,5.640603297568222,3.4584766986796236e-08,3.458476698679624e-05
KIAA1524,0.5705499304460282,5.624480817918004,3.7685107056163764e-08,3.768510705616376e-05
CDCA3,0.5702208419213143,5.6209486556328505,3.8399635277993466e-08,3.839963527799347e-05
SHCBP1,0.5683017732904634,5.6003617512402135,4.283430195372597e-08,4.283430195372597e-05
C1orf88,0.5676165146758698,5.593015057655321,4.45345447395484e-08,4.4534544739548395e-05
GNA14,-0.5675412953477705,-5.5922087774633376,4.472509516734992e-08,4.472509516734992e-05
EPR1,0.5670844470658419,5.5873123474171615,4.58994438412306e-08,4.5899443841230596e-05
NEK2,0.5670029734082693,5.586439239315646,4.6111978323737914e-08,4.611197832373791e-05
RAD54L,0.5646852479478053,5.561615147171854,5.2572021090938323e-08,5.2572021090938326e-05
CCL14,-0.5644344260547296,-5.558930304446801,5.332135618707212e-08,5.332135618707212e-05
C15orf43,-0.5643042126552751,-5.557536595160573,5.371442623987164e-08,5.371442623987164e-05
ERCC6L,0.5634704166401177,5.5486142675007875,5.6298448300259034e-08,5.629844830025903e-05
PBK,0.5632359065596173,5.546105421650267,5.7046572406142985e-08,5.704657240614299e-05
LCAT,-0.5608515200213979,-5.520612039855433,6.52184854754421e-08,6.52184854754421e-05
C15orf42,0.5597851056237477,5.509219172985177,6.922861735115575e-08,6.922861735115575e-05
FAM164A,0.5597655810504572,5.50901064028068,6.930420845144422e-08,6.930420845144422e-05
RAMP3,-0.55895682041674,-5.500374150403687,7.25063584952848e-08,7.25063584952848e-05
CTSL2,0.5586157581653758,5.496732996069997,7.389910439065079e-08,7.389910439065079e-05
POF1B,0.5577755304802973,5.487765244634923,7.744116077862119e-08,7.744116077862119e-05
SEC14L2,-0.55748484537451,-5.484663573687468,7.870425753420368e-08,7.870425753420368e-05
RRM2,0.5573480901835486,5.483204513489405,7.93053394124046e-08,7.93053394124046e-05
SGOL1,0.5565971247365241,5.47519391224304,8.26858099963142e-08,8.26858099963142e-05
C3orf52,0.5529045087807531,5.435844148742051,1.0143293834803563e-07,0.00010143293834803563
BTNL9,-0.5528940666618252,-5.435732977634133,1.0149134849074803e-07,0.00010149134849074803
BUB1B,0.5525081024983575,5.431623815631987,1.0367342016786526e-07,0.00010367342016786526
CENPF,0.5520301976177495,5.426536803152197,1.0643798470641814e-07,0.00010643798470641814
KIFC1,0.5513045704415471,5.418815018542529,1.1077184076378358e-07,0.00011077184076378359
CLEC2L,0.5508276647279078,5.413741368068812,1.1371227692465072e-07,0.00011371227692465072
UBE2C,0.550347083832341,5.408629738669222,1.1675137423080354e-07,0.00011675137423080354
GAGE12D,0.5495064266675392,5.399690822522315,1.222567017751767e-07,0.00012225670177517668
FAM72D,0.5474421553566413,5.377755208169165,1.3685697835069784e-07,0.00013685697835069782
ANXA10,-0.5461755830566597,-5.364306155392212,1.4663177542998314e-07,0.00014663177542998315
KIF15,0.5458166424299742,5.360496144731553,1.4952198851794303e-07,0.00014952198851794305
DEPDC1B,0.5456490181369155,5.358717083640649,1.5089043204486225e-07,0.00015089043204486225
HMMR,0.5456371524509628,5.358591163338107,1.5098774878341997e-07,0.00015098774878341998
ESR1,-0.5440644522838132,-5.341906006435872,1.6443652061394132e-07,0.00016443652061394132
TOP2A,0.5437751759758436,5.338838280640826,1.670327102391657e-07,0.0001670327102391657
NCAPH,0.543728479662777,5.338343113225265,1.6745547953371544e-07,0.00016745547953371545
C9orf140,0.5430810281152425,5.3314785347101274,1.7342452262510178e-07,0.0001734245226251018
PON3,-0.542848596782043,-5.329014674348915,1.7561692509525632e-07,0.0001756169250952563
ADH4,-0.5405614276551038,-5.304783198937828,1.9866299000858574e-07,0.00019866299000858575
DEPDC1,0.5393329098925268,5.291777705873836,2.1221632349858597e-07,0.00021221632349858595
ECM2,-0.5385921956061437,-5.283939631394892,2.208134736933198e-07,0.0002208134736933198
ADH1B,-0.538171408708299,-5.279488068347627,2.258456300027913e-07,0.0002258456300027913
FAM54A,0.5380964143375002,5.278694798619893,2.267539671818719e-07,0.0002267539671818719
RANBP3L,-0.53796512017242,-5.277306024762862,2.283527312016251e-07,0.00022835273120162513
TPPP2,-0.5376774327869389,-5.274263301911646,2.3189385462102131e-07,0.00023189385462102133
CDT1,0.5372544091660537,5.2697898874310045,2.3719693937438146e-07,0.00023719693937438146
TMEM55A,0.5355028835476254,5.251276489206,2.6042250117392865e-07,0.00026042250117392865
GPRIN1,0.5345520142804456,5.241231819253505,2.73931811631026e-07,0.000273931811631026
TREML3,0.5342075732493263,5.2375942664174895,2.789897218968152e-07,0.0002789897218968152
PTTG1,0.5341839843738588,5.237345180163268,2.793393628732227e-07,0.0002793393628732227
FHDC1,0.5333756453729303,5.228810763860581,2.915791580967705e-07,0.00029157915809677047
FLJ22536,0.5331887414113161,5.226837865363274,2.944817762033306e-07,0.0002944817762033306
GLYATL1,-0.5331571961974091,-5.226504886127283,2.9497442606105076e-07,0.00029497442606105074
NT5DC2,0.5325402681619338,5.219994011506286,3.047695556342769e-07,0.00030476955563427685
SLC2A2,-0.5325340325990481,-5.219928202259091,3.048701529111624e-07,0.0003048701529111624
CLSPN,0.5324309915855931,5.218840911850624,3.0653687353655506e-07,0.00030653687353655504
CCNA2,0.5323615398137749,5.218108088184488,3.076652082460151e-07,0.0003076652082460151
DIAPH3,0.532263325212744,5.217071795789148,3.0926767252287745e-07,0.00030926767252287745
CKAP2L,0.5320112600879914,5.214412385778872,3.1341715451026224e-07,0.00031341715451026225
EPO,0.530480980595524,5.198273369960439,3.397810415726768e-07,0.0003397810415726768
GAGE2D,0.5302660860583215,5.196007846534074,3.4364978957283135e-07,0.00034364978957283134
SLC27A5,-0.5298718786016967,-5.19185246898698,3.508570419350359e-07,0.0003508570419350359
CA9,0.5293149571904884,5.185983086941453,3.612872690458272e-07,0.0003612872690458272
POLQ,0.5285239566819862,5.177649189074063,3.7661490655975875e-07,0.00037661490655975874
PLBD1,0.5283172754094162,5.175472069208175,3.8072173674592186e-07,0.00038072173674592185
KIF14,0.5281242800429176,5.173439302205306,3.84595421840902e-07,0.000384595421840902
GAGE12J,0.5279715407867434,5.171830638022371,3.8768797348472864e-07,0.00038768797348472865
GHR,-0.5274175786397246,-5.16599719935747,3.9910579387687415e-07,0.00039910579387687415
SKA3,0.5269716529328523,5.161302425799267,4.0853090454804865e-07,0.00040853090454804865
LOC646851,0.5253293516732827,5.144019690294017,4.451211249713711e-07,0.00044512112497137107
CLDN14,-0.5249482038185911,-5.140010410593229,4.5405247631128715e-07,0.00045405247631128716
RGN,-0.524406706674431,-5.134315536168569,4.670377780162822e-07,0.0004670377780162822
G6PC,-0.5240172922635372,-5.130220897791431,4.765958049915533e-07,0.0004765958049915533
CYP2C9,-0.5239384539448974,-5.12939200568617,4.785535972144092e-07,0.0004785535972144092
CCNE2,0.5236371371796504,5.126224297998574,4.861075429666189e-07,0.0004861075429666189
ESCO2,0.5231650867510981,5.121262467664291,4.981725291561478e-07,0.0004981725291561478
CDC25A,0.5224600106112616,5.113853096901156,5.167303330645896e-07,0.0005167303330645897
TROAP,0.5215105512816135,5.103879070378382,5.427717470373391e-07,0.0005427717470373392
FITM1,-0.5208314806324534,-5.096747917659939,5.621650190050443e-07,0.0005621650190050444
C5orf30,0.5198370467922158,5.086308691231198,5.917692931732616e-07,0.0005917692931732616
CENPK,0.5196442871844213,5.084285676185971,5.976783230106988e-07,0.0005976783230106988
LOC645166,0.519244405854108,5.080089423128589,6.101178234015105e-07,0.0006101178234015105
STK39,0.5189357689217653,5.076851147703527,6.198884164094943e-07,0.0006198884164094943
MMP10,0.5182760327743687,5.069930474237774,6.412799166839912e-07,0.0006412799166839912
CHAF1B,0.5179960871083639,5.066994416238981,6.505694304337336e-07,0.0006505694304337336
F11,-0.5168926859851886,-5.05542529024535,6.884573189871828e-07,0.0006884573189871829
CYP19A1,0.5164121268853009,5.050388297257067,7.056122894572869e-07,0.0007056122894572869
RTKN2,0.5152993914804012,5.038729028688271,7.469229601245588e-07,0.0007469229601245588
SLC7A11,0.5147874407970665,5.033366595508964,7.666994458524661e-07,0.0007666994458524661
DMGDH,-0.5147731922594074,-5.033217371751623,7.672569589069746e-07,0.0007672569589069746
SAMD13,0.5119273489115249,5.0034294908560115,8.867633055514615e-07,0.0008867633055514616
RAB42,0.511468666393466,4.998631661622908,9.076230059147548e-07,0.0009076230059147549
PKMYT1,0.5104584285004755,4.988067748152459,9.552378558625446e-07,0.0009552378558625446
ETV4,0.5096063209505223,4.979160768387046,9.97252874056972e-07,0.0009972528740569719
CLDN18,0.5084276860057078,4.966845797502692,1.0582969208118905e-06,0.0010582969208118905
ELOVL3,0.5082354965038317,4.964838270481907,1.0685843960460633e-06,0.0010685843960460634
IGSF3,0.5080937742897849,4.963357996373076,1.0762318261160228e-06,0.0010762318261160228
UHRF1,0.5077381165434969,4.959643581720437,1.095654933057572e-06,0.0010956549330575721
DRD1,-0.5063635725092517,-4.945293167809257,1.1739267598406835e-06,0.0011739267598406835
GALNTL2,-0.5062919180437263,-4.944545314513283,1.1781505581064011e-06,0.0011781505581064011
CYP4A11,-0.5062036850060516,-4.943624440454723,1.1833717344686832e-06,0.0011833717344686833
SLC10A1,-0.5061098938737121,-4.942645600084983,1.1889460778711079e-06,0.001188946077871108
PRR11,0.5057916517360059,4.939324611206523,1.208048273853323e-06,0.001208048273853323
SELENBP1,-0.5057240181487915,-4.938618891897475,1.2121455727848657e-06,0.0012121455727848657
ACOT12,-0.5055855228117525,-4.937173790184692,1.2205775479257907e-06,0.0012205775479257907
AKR1D1,-0.5053897384703292,-4.935131073501309,1.2325932512703181e-06,0.001232593251270318
VIPR1,-0.5052670731755096,-4.933851339480119,1.2401790587446996e-06,0.0012401790587446995
FAM72A,0.5043884189590347,4.924686377872112,1.295839053303929e-06,0.001295839053303929
DNAJC6,0.5030050605593004,4.910263605652378,1.3883479364491593e-06,0.0013883479364491594
FABP6,0.5029859866975297,4.910064795146056,1.3896666440259808e-06,0.0013896666440259807
PKIB,0.5029018257248159,4.909187602813442,1.3954995064045943e-06,0.0013954995064045944
PDK4,-0.5028973196048714,-4.909140642830852,1.3958124311229514e-06,0.0013958124311229513
UGT1A10,0.5023341403919964,4.9032715386982595,1.4354601536393157e-06,0.0014354601536393156
TYRO3,0.5020054950683245,4.899847233983139,1.4590924811442782e-06,0.0014590924811442782
ADAM12,0.5017762645712082,4.897459038909101,1.4757961517352771e-06,0.001475796151735277
LDHD,-0.5013571203528955,-4.893092843013873,1.5068130411843462e-06,0.0015068130411843462
CDH10,0.5004818199810219,4.88397725281271,1.5736105329893207e-06,0.0015736105329893207
HOMER1,0.500249418547176,4.881557502614063,1.5918167067712267e-06,0.0015918167067712266
SLC2A1,0.5002098140542299,4.8811451702585895,1.5949392995645965e-06,0.0015949392995645965
NXPH4,0.4981741675087417,4.8599601377690576,1.7635777269052426e-06,0.0017635777269052425
TAT,-0.4981681792726349,-4.859897837327683,1.764098156318834e-06,0.0017640981563188341
RPLP0P2,0.4980463299256155,4.85863031955682,1.774718658098998e-06,0.001774718658098998
C6,-0.49650708466008503,-4.842623598300821,1.914263483805433e-06,0.0019142634838054328
S100A9,0.49628504091883385,4.8403153647401425,1.935239903296144e-06,0.001935239903296144
SLC22A15,0.4952244974290472,4.829293384311546,2.0384995119908592e-06,0.002038499511990859
CDC25C,0.49481038333277083,4.824990860795385,2.080233152714062e-06,0.002080233152714062
ASF1B,0.4946079714155557,4.822888121091236,2.100927936250644e-06,0.002100927936250644
TMC7,0.4945874365726587,4.822674805235773,2.1030384118016003e-06,0.0021030384118016004
CDKN3,0.4933036995761091,4.809342793545798,2.2390766279250835e-06,0.0022390766279250835
CABYR,0.4929846854310638,4.806030769149075,2.274165876575446e-06,0.0022741658765754458
GPT,-0.49290084178225446,-4.805160380086245,2.2834748372477803e-06,0.0022834748372477804
ZNF239,0.4927792927169842,4.803898604013245,2.297035016785966e-06,0.0022970350167859656
CCNB2,0.49257716107417426,4.801800461458699,2.319755617031529e-06,0.0023197556170315293
E2F8,0.4920302098447068,4.796123883088464,2.3823182504182894e-06,0.0023823182504182894
TTC36,-0.4918614876685169,-4.794373019702643,2.4019409138114757e-06,0.0024019409138114757
HMGCS2,-0.49065562679255315,-4.781863056180585,2.546749551877455e-06,0.002546749551877455
